w_idx,pt_root_id,body_part_effector,body_part_sensory,cell_class,cell_function,cell_function_detailed,cell_sub_class,cell_type,fafb_783_cell_type,fafb_783_match_id,fanc_1116_cell_type,fanc_1116_match_id,flow,hemibrain_121_cell_type,hemibrain_121_match_id,hemilineage,manc_121_cell_type,manc_121_match_id,nerve,neuropeptide_verified,neurotransmitter_predicted,neurotransmitter_verified,other_names,peripheral_target_type,region,side,super_class
127,720575941408494251,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN08A036,,,,,intrinsic,,,08A,IN08A036,id:37671,,,glutamate,glutamate,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
128,720575941408508078,,,descending_neuron,,,,DNp08,DNp08,id:720575940633170643,,,intrinsic,,,PSp3,DNp08,id:12827,,,glutamate,,,,neck_connective,right,descending
129,720575941408514219,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN19A092,,,,,intrinsic,,,19A,,,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
130,720575941408514731,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN19A064,,,,,intrinsic,,,19A,IN19A064,id:155827,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
131,720575941408515631,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN21A087,,,,,intrinsic,,,21A,IN21A087,id:25860,,,glutamate,,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
132,720575941408530735,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN16B018,,,,,intrinsic,,,16B,IN16B018,id:11472,,,gaba,,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
133,720575941408568750,,,ascending_neuron,,,,AN19B001_b,AN_GNG_IPS_11,id:720575940634038041,,,intrinsic,,,19B,AN19B001,id:10016,,,acetylcholine,acetylcholine,,,neck_connective,left,ascending
134,720575941408577327,,,descending_neuron,,,,DNg62,DNg62,id:720575940624319124,,,intrinsic,,,MX12__prim,DNg62,id:152849,,,acetylcholine,,"aDN1 (Seeds-Hampel lab),aDN1_L",,neck_connective,left,descending
135,720575941408634671,,,ascending_neuron,,,,ANXXX318,AN_GNG_77,id:720575940634111351,,,intrinsic,,,TBD,ANXXX318,id:17884,,,acetylcholine,,,,neck_connective,right,ascending
136,720575941408639535,,,descending_neuron,,,,DNge148,DNge148,id:720575940627845704,,,intrinsic,,,putative_primary,DNxn147,id:20535,,,acetylcholine,,,,neck_connective,right,descending
137,720575941408856879,,,ascending_neuron,,,,AN01B002,BM_Taste,id:720575940627821553,,,intrinsic,,,01B,AN01B002,id:12239,,,gaba,gaba,,,neck_connective,right,ascending
138,720575941409041835,,,,tactile,,ventral_nerve_cord_ipsilateral_restricted,IN01B045,,,,,intrinsic,,,01B,IN01B045,id:31894,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
139,720575941409225902,,,descending_neuron,,,,DNg102,DNg102,id:720575940621626394,,,intrinsic,,,putative_primary,DNxn181,id:11968,,,gaba,,,,neck_connective,right,descending
140,720575941409240367,,front_leg,bristle_neuron,tactile,,front_leg_bristle_neuron,SNta21,,,,id:1614,afferent,,,,SNta21,id:42382,left_prothoracic_leg_nerve,,acetylcholine,,,bristle,ventral_nerve_cord,right,sensory
141,720575941409519022,,,descending_neuron,,,,DNp02,DNp02,id:720575940619654053,,,intrinsic,,,SMPpv2_ventral,DNp02,id:10331,,,acetylcholine,acetylcholine,,,neck_connective,left,descending
142,720575941409588271,,,descending_neuron,,,,DNpe026,DNpe026,id:720575940616274619,,,intrinsic,,,putative_primary,DNxn155,id:17526,,,acetylcholine,,,,neck_connective,right,descending
143,720575941409732399,,front_leg,campaniform_sensillum_neuron,proprioception,mechanical_strain,front_leg_campaniform_sensillum_neuron,,,,,,afferent,,,,,,left_prothoracic_leg_nerve,,gaba,,,campaniform_sensillum,ventral_nerve_cord,left,sensory
144,720575941409738287,,front_leg,campaniform_sensillum_neuron,proprioception,mechanical_strain,front_leg_campaniform_sensillum_neuron,SNppxx,,,,,afferent,,,,SNppxx,id:29362,right_prothoracic_leg_nerve,,gaba,,,orphan,ventral_nerve_cord,right,sensory
145,720575941409774703,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_interconnecting,IN09A064,,,,,intrinsic,,,09A,IN09A064,id:159312,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
146,720575941409796975,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN17A061,,,,,intrinsic,,,17A,,,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
147,720575941409918831,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN08A026,,,,,intrinsic,,,08A,,,,,glutamate,glutamate,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
148,720575941409919343,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN04B034,,,,,intrinsic,,,04B,IN04B034,id:102322,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
149,720575941409932911,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN21A011,,,,,intrinsic,,,21A,,,,,glutamate,,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
150,720575941409935471,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN20A.22A035,,,,,intrinsic,,,20A.22A,,,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
151,720575941410062703,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN13A011,,,,,intrinsic,,,13A,IN13A011,id:162586,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
152,720575941410073711,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN03A065,,,,,intrinsic,,,03A,IN03A065,id:152786,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
153,720575941410113451,,,ascending_neuron,,,,AN19B015,AN_GNG_6,id:720575940629745022,,,intrinsic,,,19B,AN19B015,id:11153,,,acetylcholine,acetylcholine,,,neck_connective,left,ascending
154,720575941410120107,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN13A047,,,,,intrinsic,,,13A,IN13A047,id:18457,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
155,720575941411072427,,,single_leg_neuromere,,,ventral_nerve_cord_contralateral_restricted,IN12B007,,,,,intrinsic,,,12B,IN12B007,id:10956,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
156,720575941411176107,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN04B072,,,,,intrinsic,,,04B,IN04B072,id:23759,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
157,720575941411180203,,,,,,ventral_nerve_cord_bilateral_restricted,IN01A083,,,,,intrinsic,,,01A,IN01A083,id:25420,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
158,720575941411400815,,"coxa,front_leg",hair_plate_neuron,proprioception,joint_angle,front_leg_hair_plate_neuron,SNpp52,,,,,afferent,,,,SNpp52,id:21695,right_ventral_prothoracic_nerve,,gaba,,CoHP8,"CoHP8,hair_plate",ventral_nerve_cord,right,sensory
159,720575941411441323,,,descending_neuron,,,,DNae009,DNae009,id:720575940636454136,,,intrinsic,,,WEDd1,DNxn124,id:11497,,,acetylcholine,,,,neck_connective,right,descending
160,720575941411456427,,,,,,ventral_nerve_cord_bilateral_interconnecting,INXXX045,,,,,intrinsic,,,TBD,INXXX045,id:10712,,,histamine,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
161,720575941411472555,,,descending_neuron,,,,DNb09,DNb09,id:720575940648636292,,,intrinsic,,,putative_primary,DNb09,id:12167,,,glutamate,glutamate,,,neck_connective,right,descending
162,720575941411669908,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN09A076,,,,,intrinsic,,,09A,IN09A076,id:27911,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
163,720575941411677073,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN03A066,,,,id:17140,intrinsic,,,03A,IN03A066,id:13884,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
164,720575941411703697,,,,,,ventral_nerve_cord_contralateral_restricted,IN12B078,,,,,intrinsic,,,12B,IN12B078,id:24152,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
165,720575941411709073,front_leg,,leg_motor_neuron,leg_motor,extend_coxa_trochanter_joint,front_leg_motor_neuron,trochanter_extensor_LinJ,,,,id:211,efferent,,,,,,right_prothoracic_leg_nerve,,acetylcholine,,,trochanter_extensor_muscle,ventral_nerve_cord,right,motor
166,720575941411715985,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN04B091,,,,,intrinsic,,,04B,IN04B091,id:102697,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
167,720575941411718033,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN16B091,,,,,intrinsic,,,16B,IN16B091,id:23455,,,glutamate,glutamate,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
168,720575941411829140,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN20A.22A018,,,,,intrinsic,,,20A.22A,IN20A.22A018,id:23224,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
169,720575941411829652,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN20A.22A071,,,,,intrinsic,,,20A.22A,IN20A.22A071,id:42376,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
170,720575941411830164,,,single_leg_neuromere,,,ventral_nerve_cord_bilateral_interconnecting,IN01A079,,,,,intrinsic,,,01A,IN01A079,id:29310,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
171,720575941411830420,,,single_leg_neuromere,tactile,,ventral_nerve_cord_contralateral_restricted,IN14A009,,,,,intrinsic,,,14A,IN14A009,id:28051,,,glutamate,,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
172,720575941411838612,front_leg,,leg_motor_neuron,leg_motor,pull_long_tendon,front_leg_motor_neuron,long_tendon_muscle_B,,,,,efferent,,,,ltm1-tibia MN,id:20612,left_prothoracic_leg_nerve,,,,,long_tendon_muscle,ventral_nerve_cord,left,motor
173,720575941412004756,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN13A071,,,,,intrinsic,,,13A,IN13A071,id:28474,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
174,720575941412047787,,,ascending_neuron,,,,AN19B014,AN_GNG_144,id:720575940618066555,,,intrinsic,,,19B,AN19B014,id:10981,,,acetylcholine,acetylcholine,,,neck_connective,left,ascending
175,720575941412103535,,,ascending_neuron,,,,AN12B089,AN_GNG_200,id:720575940628797608,,,intrinsic,,,12B,AN12B089,id:31120,,,gaba,gaba,,,neck_connective,left,ascending
176,720575941412514775,,front_leg,bristle_neuron,tactile,,front_leg_bristle_neuron,SNta34,,,,,afferent,,,,SNta34,id:51045,right_prothoracic_leg_nerve,,gaba,,,bristle,ventral_nerve_cord,right,sensory
177,720575941412601967,,,ventral_nerve_cord_centrifugal,,,ventral_nerve_cord_bilateral_interconnecting,IN12B002,,,,,intrinsic,,,12B,IN12B002,id:10025,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
178,720575941412619631,,,descending_neuron,,,,DNxn153,,,,,intrinsic,,,,DNxn153,id:19189,,,acetylcholine,,,,neck_connective,right,descending
179,720575941412623215,,,descending_neuron,,,,DNg12_e,DNg12_e,id:720575940627814522,,,intrinsic,,,,DNg12,id:30999,,,acetylcholine,,MX12_L_26,,neck_connective,left,descending
180,720575941412676055,,front_leg,bristle_neuron,tactile,,front_leg_bristle_neuron,SNta29,,,,,afferent,,,,SNta29,id:186518,right_prothoracic_leg_nerve,,acetylcholine,,,bristle,ventral_nerve_cord,right,sensory
181,720575941413112212,,front_leg,chordotonal_organ_neuron,proprioception,position,front_leg_claw_chordotonal_organ_neuron,SNpp50,,,,,afferent,,,,SNpp50,id:163745,left_prothoracic_leg_nerve,,gaba,acetylcholine,claw,chordotonal_organ,ventral_nerve_cord,left,sensory
182,720575941413189265,,,,,,ventral_nerve_cord_bilateral_restricted,IN16B056,,,,,intrinsic,,,16B,IN16B056,id:18077,,,glutamate,glutamate,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
183,720575941413189999,,,descending_neuron,,,,DNp38,DNp38,id:720575940630236988,,,intrinsic,,,PSp2,DNp38,id:14018,,,acetylcholine,,,,neck_connective,right,descending
184,720575941413262481,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN01A058,,,,,intrinsic,,,01A,IN01A058,id:21367,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
185,720575941413455252,,,ventral_nerve_cord_centripetal,gustatory,,ventral_nerve_cord_bilateral_interconnecting,IN23B007,,,,,intrinsic,,,23B,IN23B007,id:16303,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
186,720575941413514607,,,descending_neuron,,,,DNge099,DNge099,id:720575940628883535,,,intrinsic,,,MX3,DNxn154,id:18135,,,glutamate,,,,neck_connective,right,descending
187,720575941413558639,,,descending_neuron,,,,DNge091,DNge091,id:720575940617295321,,,intrinsic,,,LB7,DNxn144,id:43801,,,acetylcholine,,,,neck_connective,right,descending
188,720575941413566748,,,ascending_neuron,,,,AN19B059,AN_GNG_IPS_20,id:720575940622944915,,,intrinsic,,,19B,AN19B059,id:17554,,,acetylcholine,acetylcholine,,,neck_connective,right,ascending
189,720575941413580180,,front_leg,bristle_neuron,tactile,,front_leg_bristle_neuron,SNta29,,,,,afferent,,,,SNta29,id:44953,right_prothoracic_leg_nerve,,acetylcholine,,,bristle,ventral_nerve_cord,right,sensory
190,720575941413617007,,front_leg,chordotonal_organ_neuron,proprioception,direction,front_leg_hook_chordotonal_organ_neuron,SNpp39,,,,,afferent,,,,SNpp39,id:30692,left_prothoracic_leg_nerve,,gaba,acetylcholine,hook,chordotonal_organ,ventral_nerve_cord,left,sensory
191,720575941413625455,,front_leg,campaniform_sensillum_neuron,proprioception,mechanical_strain,front_leg_campaniform_sensillum_neuron,SNppxx,,,,,afferent,,,,SNppxx,id:193196,right_prothoracic_leg_nerve,,gaba,,,campaniform_sensillum_neuron,ventral_nerve_cord,right,sensory
192,720575941413642268,,,descending_neuron,,,,DNg78,DNg78,id:720575940611956197,,,intrinsic,,,putative_primary,DNg78,id:16813,,,acetylcholine,,,,neck_connective,left,descending
193,720575941413792028,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN03A061,,,,,intrinsic,,,03A,,,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
194,720575941413902620,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN03A069,,,,,intrinsic,,,03A,,,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
195,720575941413917724,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN21A015,,,,,intrinsic,,,21A,IN21A015,id:11941,,,acetylcholine,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
196,720575941414245777,,front_leg,bristle_neuron,tactile,,front_leg_bristle_neuron,SNta41,,,,,afferent,,,,,,right_prothoracic_leg_nerve,,acetylcholine,,,bristle,neck_connective,right,sensory
197,720575941414256273,,,,,,ventral_nerve_cord_ipsilateral_interconnecting,IN03A035,,,,,intrinsic,,,03A,IN03A035,id:15544,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
198,720575941414258065,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN08A034,,,,,intrinsic,,,08A,IN08A034,id:155063,,,glutamate,glutamate,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
199,720575941414262161,,,descending_neuron,,,,DNpe021,DNpe021,id:720575940629155227,,,intrinsic,,,SMPpv2_ventral,DNxn163,id:11647,,,acetylcholine,,,,neck_connective,right,descending
200,720575941414263953,,"coxa,front_leg",hair_plate_neuron,proprioception,joint_angle,front_leg_hair_plate_neuron,SNpp45,,,CoHP8,id:1960,afferent,,,,SNpp45,id:22677,left_prothoracic_accessory_nerve,,gaba,,CoHP4,"CoHP4,hair_plate",ventral_nerve_cord,left,sensory
201,720575941414303377,,,,,,ventral_nerve_cord_bilateral_interconnecting,INXXX104,,,,,intrinsic,,,TBD,INXXX104,id:12493,,,acetylcholine,,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
202,720575941414305681,,,,,,ventral_nerve_cord_bilateral_restricted,IN04B085,,,,,intrinsic,,,04B,IN04B085,id:16626,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
203,720575941414307473,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN08B030,,,,,intrinsic,,,08B,IN08B030,id:13208,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
204,720575941414321297,,,,,,ventral_nerve_cord_bilateral_restricted,INXXX135,,,,,intrinsic,,,TBD,INXXX135,id:12122,,,gaba,,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
205,720575941414330001,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN07B016,,,,,intrinsic,,,07B,IN07B016,id:11275,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
206,720575941414341521,,,descending_neuron,,,,DNpe055,DNpe055,id:720575940613558509,,,intrinsic,,,putative_primary,DNxn102,id:13239,,,acetylcholine,,,,neck_connective,right,descending
207,720575941414353436,,,descending_neuron,,,,DNg10,DNg10,id:720575940617689816,,,intrinsic,,,LB6,DNg10,id:44358,,,gaba,,,,neck_connective,left,descending
208,720575941414491028,,,descending_neuron,,,,DNge102,DNge102,id:720575940616498742,,,intrinsic,,,,DNxl128,id:11051,,,glutamate,,,,neck_connective,right,descending
209,720575941414508948,,,sequential_leg_neuromeres,,,ventral_nerve_cord_bilateral_interconnecting,IN12A001,,,,,intrinsic,,,12A,IN12A001,id:11244,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
210,720575941414644625,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN20A.22A056,,,,,intrinsic,,,20A.22A,IN20A.22A056,id:23336,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
211,720575941414919569,,,,,,ventral_nerve_cord_ipsilateral_interconnecting,IN02A029,,,,,intrinsic,,,02A,IN02A029,id:17571,,,glutamate,glutamate,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
212,720575941414947220,,,descending_neuron,,,,DNpe031,DNpe031,id:720575940634750871,,,intrinsic,,,putative_primary,DNxn187,id:14301,,,glutamate,,,,neck_connective,left,descending
213,720575941415224348,,,descending_neuron,,,,DNge116,DNge116,id:720575940640140733,,,intrinsic,,,LB7,DNg36,id:25642,,,acetylcholine,,,,neck_connective,left,descending
214,720575941415396497,,front_leg,bristle_neuron,tactile,,front_leg_bristle_neuron,SNta21,,,,,afferent,,,,SNta21,id:48956,left_prothoracic_leg_nerve,,acetylcholine,,,bristle,ventral_nerve_cord,left,sensory
215,720575941415445908,,,ascending_neuron,,,,ANXXX094,AN_multi_47,id:720575940622300429,,,intrinsic,,,TBD,ANXXX094,id:12361,,,acetylcholine,,,,neck_connective,left,ascending
216,720575941415484956,,,,,,ventral_nerve_cord_contralateral_restricted,IN12B065,,,,,intrinsic,,,12B,IN12B065,id:23498,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
217,720575941415598737,,,descending_neuron,,,,DNb08,DNb08,id:720575940634459290,,,intrinsic,,,putative_primary,DNb08,id:14680,,,acetylcholine,,,,neck_connective,right,descending
218,720575941415707420,,,descending_neuron,,,,DNg24,DNg24,id:720575940624750480,,,intrinsic,,,MD3,DNg24,id:15090,,,gaba,,,,neck_connective,left,descending
219,720575941415711636,,front_leg,orphan_neuron,proprioception,,front_leg_orphan_neuron,SNppxx,,,,,afferent,,,,SNppxx,id:40562,right_prothoracic_leg_nerve,,gaba,,,orphan,ventral_nerve_cord,right,sensory
220,720575941415711892,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN16B018,,,,,intrinsic,,,16B,IN16B018,id:11472,,,gaba,,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
221,720575941416644124,,,ventral_nerve_cord_centrifugal,,,ventral_nerve_cord_bilateral_interconnecting,IN06B028,,,,,intrinsic,,,06B,IN06B028,id:159145,,,gaba,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
222,720575941416652828,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN17A019,,,,,intrinsic,,,17A,IN17A019,id:11556,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
223,720575941416653084,,,ventral_nerve_cord_centrifugal,,,ventral_nerve_cord_bilateral_interconnecting,IN12B002,,,,,intrinsic,,,12B,IN12B002,id:10070,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
224,720575941416654108,,,ventral_nerve_cord_serially_convergent,,,ventral_nerve_cord_bilateral_interconnecting,IN07B002,,,,,intrinsic,,,07B,IN07B002,id:10373,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
225,720575941416742172,,,ascending_neuron,,,,AN19A018_c,AN_GNG_52,id:720575940631356235,,,intrinsic,,,19A,AN19A018,id:13564,,,acetylcholine,,,,neck_connective,right,ascending
226,720575941417243164,,,descending_neuron,,,,DNpe046,DNpe046,id:720575940609719250,,,intrinsic,,,SMPpv1,oviDN,id:15827,,,gaba,,oviDNv,,neck_connective,right,descending
